,prob,S_label,true_label_proxy
252,0.8273456273011265,0,1
253,0.6662947662269194,0,0
254,0.9303121944710422,0,1
255,0.7730343496832228,0,1
256,0.9167124307678457,1,1
257,0.4129531785095782,0,0
258,0.6635623081529792,0,0
259,0.710001810493906,0,1
260,0.8133566336853789,0,1
261,0.7437802292804918,1,1
262,0.954771145614389,0,1
263,0.9391015259151295,0,1
264,0.8852322045533101,1,1
265,0.6670054886230473,0,1
266,0.6745416832636161,0,1
267,0.7063300368871558,1,0
268,0.47395322220675556,1,0
269,0.48756318238019525,1,0
270,0.3132010347863254,0,0
271,0.8688111946023611,0,0
272,0.8449690794355338,1,1
273,0.498045074775223,1,0
274,0.6491007524053538,0,1
275,0.6587798336850518,0,1
276,0.7534566541569017,1,1
277,0.6774601952988172,0,1
278,0.6821617211582072,0,1
279,0.8313299559134637,0,1
280,0.8470172267218717,1,1
281,0.7416918933090383,1,1
282,0.9004518155397355,0,1
283,0.8151809781137056,0,0
284,0.8587595937412387,1,0
285,0.5827472480313153,0,0
286,0.9728350159220592,0,1
287,0.7312098388789693,0,0
288,0.7281711010620093,0,1
289,0.683847811646632,1,0
290,0.32139755659768543,0,1
291,0.8575946327257145,0,1
292,0.6680355981351034,0,0
293,0.9031641705829028,0,1
294,0.7151834860888269,0,1
295,0.6049541551408093,1,1
296,0.7336704817870385,0,0
297,0.7241129062791765,1,1
298,0.6002653811834769,0,1
299,0.8504622135855412,0,1
300,0.8460988888119679,1,1
301,0.7335286805457263,0,1
302,0.3592902417907357,1,0
303,0.7773568487738969,1,0
304,0.8411973470622701,0,1
305,0.8629045326675175,0,1
306,0.4656288750972673,0,0
307,0.8134045416340235,1,1
308,0.821817131927019,0,1
309,0.3584900803911272,1,0
310,0.5928106239981493,1,1
311,0.6125540463353057,0,1
312,0.7938100943606319,0,1
313,0.838908782331209,1,1
314,0.6118238921185838,1,1
315,0.797684115272766,0,1
316,0.7254696684754669,1,1
317,0.8755402862380194,1,1
318,0.5458211358772038,0,1
319,0.961578140073996,1,1
320,0.9286479222117457,0,1
321,0.7665726435876506,0,1
322,0.662510432577204,1,1
323,0.7848500964436587,0,1
324,0.6216898817033021,0,0
325,0.7135620808784537,0,1
326,0.36518294566843607,0,1
327,0.6472598486412123,0,0
328,0.664964136336325,0,1
329,0.7132203561454069,0,1
330,0.7116238648668329,0,0
331,0.8031825832831144,0,1
332,0.7233453360840768,0,1
333,0.8564929474223417,0,1
334,0.903913497546815,0,0
335,0.7346884616240438,1,1
336,0.7927577090842596,0,1
337,0.7016917826201943,0,0
338,0.8307153434048932,0,1
339,0.6643915291133264,1,0
340,0.8877707546585495,0,1
341,0.7513297408934017,0,0
342,0.6559243073067965,1,1
343,0.5635763247017185,1,0
344,0.816659160124233,1,1
345,0.5569501723683502,0,1
346,0.9017212953653203,0,1
347,0.8706292433150681,0,1
348,0.4034264259872964,0,1
349,0.8159555496253557,0,1
350,0.9064820782541403,0,1
351,0.6911124187269341,1,0
352,0.9000381564576658,0,1
353,0.4641030560113649,0,0
354,0.7659653496952475,0,1
355,0.7105882350240653,0,1
356,0.893902678457067,0,1
357,0.6684107770624416,0,1
358,0.6691038902898034,1,0
359,0.8357623593518239,0,1
360,0.8799784185611246,1,1
361,0.6789508213973653,0,1
362,0.6948342240537596,0,0
363,0.8351622457486159,1,0
364,0.8293366972939173,1,1
365,0.8938371446866812,0,1
366,0.8731878395483859,1,1
367,0.6338386968897206,0,0
368,0.7196999234642791,0,1
369,0.7999019528005097,1,1
370,0.9077454654427625,0,1
371,0.756353870104691,0,1
372,0.8575811659676028,0,0
373,0.686640478274094,0,0
374,0.6912713799997456,0,1
375,0.855991944256835,0,1
376,0.765845965002553,0,1
377,0.5752420773136322,1,1
378,0.7778737049652198,0,1
379,0.5453453102507122,0,1
380,0.7479181273716995,1,0
381,0.6883493597284244,0,1
382,0.815164126976796,0,1
383,0.3155256823422719,0,0
384,0.7291774622980995,1,0
385,0.8312133632811827,0,1
386,0.6774843304036108,0,0
387,0.6582303857597683,1,0
388,0.7458768862644763,0,1
389,0.4759135108821909,0,1
390,0.7920171839167904,0,1
391,0.8584190386903519,0,1
392,0.9049563007294501,1,1
393,0.49095682877774177,0,1
394,0.831460789183937,1,1
395,0.9391852398566026,1,1
396,0.8320042311931692,0,0
397,0.8706650076621341,0,1
398,0.7338598173437519,0,1
399,0.7563166801826111,0,1
400,0.930168294285061,0,1
401,0.5585284283711804,1,0
402,0.914794691646603,1,1
403,0.830818222124649,0,1
404,0.7837759349691024,0,1
405,0.6672623841787292,0,0
406,0.38259192323983593,0,0
407,0.8706292433150681,0,1
408,0.8062128670197148,0,1
409,0.8314468455116791,0,1
410,0.5800443934931916,1,0
411,0.6350533942242297,0,1
412,0.8700549673504123,0,1
413,0.497093201955034,0,0
414,0.4566638137320752,1,0
415,0.8191958732051472,0,0
416,0.9165084863334853,0,1
417,0.6702815029950603,0,0
418,0.6203716029905911,0,1
419,0.7230281278805343,0,1
420,0.5673170351538691,0,1
421,0.6407124596172566,0,1
422,0.947968305474324,0,1
423,0.7809229218534512,1,0
424,0.8647844860395175,0,1
425,0.8177991799202686,0,1
426,0.6079685946488705,0,1
427,0.3673782100510383,0,0
428,0.7273530650059921,1,1
429,0.4577031972105452,0,1
430,0.7639686262543222,1,1
431,0.44520738110393837,0,0
432,0.5061566298038016,0,1
433,0.41848171623796815,1,0
434,0.695879298084216,0,1
435,0.7815509892458301,0,1
436,0.5117517241677694,0,1
437,0.5700806732043461,0,0
438,0.3665581090861513,0,0
439,0.6210451592434484,0,0
440,0.7944341120745775,0,0
441,0.7336930544191405,0,0
442,0.8953376676694607,0,1
443,0.5453684172908889,0,0
444,0.6415742930758235,0,1
445,0.7159130247070318,1,0
446,0.7820221669457948,0,1
447,0.9511129158404018,0,1
448,0.8849252928005146,0,0
449,0.7677071477123496,1,1
450,0.6517794889821583,0,0
451,0.3779149357926679,1,0
452,0.5550812363059704,1,0
453,0.5821251118562476,0,0
454,0.8424664439312399,0,0
455,0.39602460092491987,0,1
456,0.6127779597090934,0,0
457,0.4976465591709335,0,1
458,0.7229661060070277,1,1
459,0.8459912576598843,0,0
460,0.9716623790645713,0,1
461,0.6181036967859971,0,1
462,0.7131103431803513,1,0
463,0.6046083264749259,1,0
464,0.8631998929222737,0,1
465,0.6208225263368425,1,1
466,0.6542608065158411,1,1
467,0.7267626188038128,0,1
468,0.8315286079300982,1,1
469,0.8744735732102318,1,1
470,0.7444625995384505,1,1
471,0.41311967479657813,0,0
472,0.5165018717390014,0,1
473,0.6847326791079663,0,0
474,0.6716561129074339,1,1
475,0.35287217802704723,0,0
476,0.7429774477331833,1,1
477,0.5558401063056809,1,0
478,0.7828017590528316,0,1
479,0.8705845659046213,0,1
480,0.9168860997878067,0,0
481,0.9468681447891083,1,1
482,0.4931871088950476,1,1
483,0.8435868659375764,1,1
484,0.7160622174297171,0,0
485,0.45219896567722384,1,0
486,0.6507222015927742,0,0
487,0.8193712986196361,0,0
488,0.6969241993340405,0,1
489,0.9033503572354216,1,1
490,0.7228102668713602,1,0
491,0.7228102668713602,1,1
492,0.7611859985905556,0,1
493,0.7957008798386875,0,1
494,0.43856871601083497,1,0
495,0.7259902364532695,0,1
496,0.3815389138186723,0,1
497,0.8000118521709493,1,0
498,0.6900107422696931,1,1
499,0.593836906448942,1,1
500,0.4962699171133054,0,1
501,0.6488468800836142,0,1
502,0.49972842821690305,1,0
503,0.7147263447605858,0,1
504,0.7907195664312011,0,1
505,0.5882798793668127,0,0
506,0.6192621721164648,1,1
507,0.43479260002964915,0,0
508,0.7849050076796117,0,1
509,0.867699352662727,0,1
510,0.7997471926676486,0,0
511,0.9115236662536789,0,1
512,0.9000381564576658,0,1
513,0.7495375784460094,1,1
514,0.5354645218505323,0,0
515,0.5889771158022048,0,1
516,0.6800835642824932,1,0
517,0.5535080066150984,1,0
518,0.6912348331392892,0,1
519,0.8933871579737036,1,1
520,0.896292372015545,0,1
521,0.7748521006443356,1,1
522,0.6541054424541347,1,0
523,0.5684435509382819,0,1
524,0.6546228027210255,0,0
525,0.8906683933451125,0,1
526,0.8633662639594301,0,1
527,0.48389169188789033,0,0
528,0.7785103564194499,0,1
529,0.286946928657343,0,0
530,0.5516005428613624,0,0
531,0.571882404031152,0,1
532,0.7554391630849284,0,0
533,0.8206762742710058,0,0
534,0.8197846760718059,0,1
535,0.5976254838076018,0,0
536,0.6797097790639646,0,1
537,0.48355327755429434,1,1
538,0.4722326345852554,0,1
539,0.5890842207110955,0,0
540,0.7659587621987284,0,1
541,0.7414104273253914,0,1
542,0.6412549259535046,0,1
543,0.5805708917958377,1,1
544,0.8015203552151345,0,0
545,0.8381927661280377,0,1
546,0.7263960673752353,0,1
547,0.7733404599766158,0,1
548,0.8575811659676028,0,1
549,0.9308947846282308,0,1
550,0.837842440008576,0,0
551,0.7897509388566286,1,1
552,0.8885831928116391,0,1
553,0.566578563613346,0,0
554,0.7091881222525301,1,1
555,0.8254552579782163,1,1
556,0.690737808055206,0,1
557,0.612447298521145,0,1
558,0.5555218334705478,0,1
559,0.540477748962153,0,1
560,0.88318518252724,0,1
561,0.9098941968223367,0,1
562,0.552282549844044,1,1
563,0.6373209290083726,0,1
564,0.8723372782864534,0,1
565,0.7925924614951204,0,1
566,0.8725287036088298,0,1
567,0.8828014244226277,0,1
568,0.9336924127799816,1,1
569,0.7190603028672725,0,1
570,0.508888717805899,0,1
571,0.6620222499031514,0,0
572,0.6307080558488614,1,1
573,0.5940282598595569,1,1
574,0.8430729091718161,1,1
575,0.5843428766156382,0,0
576,0.44483593369823365,1,0
577,0.8188400893582112,1,1
578,0.8429379185688353,0,1
579,0.9206080774789026,0,1
580,0.6959242632331976,1,0
581,0.7960942553399756,0,1
582,0.8588295045142967,0,1
583,0.8474365440673977,0,1
584,0.576554895733997,0,1
585,0.6815555196119037,0,1
586,0.33077480080876115,0,1
587,0.6698539247821275,0,0
588,0.5236112029334395,1,0
589,0.7560920128364009,1,0
590,0.9004644357788479,1,1
591,0.4566638137320752,1,0
592,0.9319660543346568,1,1
593,0.9383323311979858,0,1
594,0.27909647516326896,1,0
595,0.43386869699734576,1,0
596,0.8799346382398556,0,1
597,0.6806030762888959,0,0
598,0.9105316231726664,1,1
599,0.7942291507104894,1,1
600,0.9411138070175501,1,1
601,0.40137867445532316,1,1
602,0.3240720602464391,1,0
603,0.6091791679444037,0,1
604,0.9116400860513151,0,1
605,0.23158685881685775,1,0
606,0.7112404860644526,0,1
607,0.5969018094590186,0,1
608,0.8299681103153617,0,1
609,0.7911326453442655,0,1
610,0.8557093246292521,0,1
611,0.5771457290633266,0,1
612,0.5505292536432018,1,1
613,0.7889768724128023,1,0
614,0.6446865420911502,0,1
615,0.7911467653741012,0,1
616,0.7667517425543284,1,1
617,0.8055073090562059,1,1
618,0.8711617816554682,0,0
619,0.5826658363789727,1,0
620,0.8943934046342008,0,1
621,0.5656667834325051,0,0
622,0.8700240891037061,0,1
623,0.8813060086608074,0,0
624,0.9161200684417287,1,1
625,0.6466237328667462,1,0
626,0.8058873333027886,0,1
627,0.6948814940852258,0,0
628,0.779182645516897,0,1
629,0.7268495724133546,0,1
630,0.7193294207531091,1,1
631,0.8254467055477908,0,1
632,0.967129980105134,0,1
633,0.6918708856264102,1,1
634,0.6702515627543466,1,0
635,0.9077354001034544,0,1
636,0.7863122670658148,0,1
637,0.7662052687620039,0,1
638,0.4566638137320752,1,0
639,0.7928705162235749,0,1
640,0.8521503257395259,1,1
641,0.9051574490830361,0,1
642,0.9009491400757229,0,0
643,0.9524174588769123,0,1
644,0.8831262357403566,0,1
645,0.5250887298737031,1,0
646,0.8085515045665104,0,1
647,0.8031825832831144,0,1
648,0.5865359393411378,0,0
649,0.7863439886080226,1,0
650,0.700910045884593,0,1
651,0.8779669963314687,0,1
652,0.8320741437923276,0,1
653,0.7895523331902905,1,1
654,0.7343416159674205,0,0
655,0.7718944820424377,0,1
656,0.7628801263702104,1,1
657,0.9052431204634286,1,1
658,0.8976612169146843,0,1
659,0.6147734015377164,1,1
660,0.7986683607825497,0,0
661,0.9168860997878067,0,1
662,0.33516469516478536,0,1
663,0.45205746584996986,1,0
664,0.5976658465924126,0,1
665,0.7557316346884223,0,1
666,0.7604081644268719,0,0
667,0.6768192518597825,1,1
668,0.9052772601973292,1,1
669,0.7074903544419672,0,1
670,0.47205837515405796,0,0
671,0.6188964308921224,0,1
672,0.5389919858407838,0,1
673,0.8953376676694607,0,1
674,0.7326710272147962,1,0
675,0.5141673074445507,0,0
676,0.8545202297848361,0,1
677,0.45772362556552426,1,0
678,0.5342028289589051,0,0
679,0.7707156635570032,1,0
680,0.47559437458239706,0,0
681,0.7606805828598594,1,1
682,0.7949867397573787,1,1
683,0.8280091713310631,0,1
684,0.8335063371248679,0,1
685,0.762018780865171,0,0
686,0.6215696490861257,1,0
687,0.6292724425161641,0,1
688,0.6306491528126668,0,1
689,0.822700849474412,0,1
690,0.5237847148362966,0,1
691,0.8827438721625184,0,1
692,0.825862665512907,0,0
693,0.5852400705617414,0,0
694,0.8280091713310631,0,1
695,0.6662850303305676,0,1
696,0.48104917807708236,0,0
697,0.9134637983555675,1,1
698,0.6612550122838374,0,1
699,0.6356408069530284,1,0
700,0.8165747291218279,0,1
701,0.6941720939900277,0,0
702,0.6802636080064547,0,0
703,0.8195033247653446,1,1
704,0.5146161719294199,1,1
705,0.9288051665543167,0,1
706,0.6495683537326463,0,1
707,0.8257890750601315,0,1
708,0.8516395423650718,0,1
709,0.8602904900636085,1,1
710,0.4269362713544807,0,1
711,0.7179898091218498,0,1
712,0.7231656363286229,0,1
713,0.5127103635585434,0,1
714,0.7471333938947172,0,1
715,0.798019722079922,1,1
716,0.7645611186430415,1,0
717,0.6913620874223088,0,1
718,0.5990186362756477,0,0
719,0.7928705162235749,0,1
720,0.3550377513320701,0,1
721,0.6905325027002128,0,1
722,0.8711094914302897,0,1
723,0.8120490279705315,0,1
724,0.7246147079396659,0,1
725,0.6119869819629914,1,1
726,0.9856128055768417,1,1
727,0.750761192119225,1,1
728,0.8696377576356181,0,0
729,0.7397440439808763,0,1
730,0.852869681760833,0,1
731,0.7928232097244847,0,1
732,0.8792469338932445,0,1
733,0.46804116341735824,0,1
734,0.837523036167668,1,1
735,0.7899818416130139,1,1
736,0.7839866157900671,1,1
737,0.7717620951267676,1,1
738,0.4923569327556937,0,0
739,0.7657956485110832,1,0
740,0.8017702348589316,0,1
741,0.8110148820430144,0,0
742,0.7831944953433196,0,0
743,0.7396738027986581,1,1
744,0.6718075491230722,1,0
745,0.613745137598541,0,1
746,0.6773563600876493,0,0
747,0.5337363945795837,0,0
748,0.7195741796315671,1,1
749,0.3186079794586358,0,0
750,0.821817131927019,0,1
751,0.8157498998915441,0,1
752,0.8019571784895434,0,1
753,0.7236650807453744,1,0
754,0.7802964595373144,0,1
755,0.9689311267922669,0,1
756,0.6347661412414302,1,1
757,0.4774051950797244,0,0
758,0.7502694645494523,1,0
759,0.28497212977426317,0,0
760,0.836391424488312,0,1
761,0.8285957790532957,0,1
762,0.7159225666297895,0,1
763,0.9335812440109805,0,1
764,0.7093364596766037,1,1
765,0.7002421190166543,1,1
766,0.6802760299248076,0,0
767,0.6707423911179291,0,0
768,0.8006456110310997,0,0
769,0.5256956255990097,0,1
770,0.8464870541753853,1,1
771,0.9233532967243381,1,1
772,0.6994400769030454,0,1
773,0.9382543148086563,0,1
774,0.5788909680226352,0,0
775,0.4595796690609939,0,1
776,0.8644435874570373,0,1
777,0.6993094788864679,0,1
778,0.4973049524445317,0,1
779,0.8176442139108246,0,0
780,0.5753752092826222,0,1
781,0.5584662722032869,1,1
782,0.8578690234239148,0,0
783,0.7384667986918129,0,1
784,0.8722607777231955,0,1
785,0.7399002217558555,0,1
786,0.5015738750867512,1,0
787,0.5141673074445507,0,0
788,0.8362729833736655,1,1
789,0.8144050056314401,1,1
790,0.9034103006149645,1,1
791,0.7470036256654289,0,1
792,0.7882440260828605,0,0
793,0.4022339059440218,0,0
794,0.9046516568622339,0,0
795,0.9217173511991161,0,1
796,0.6466237328667462,1,1
797,0.48763638041210183,0,1
798,0.8436163587170209,1,1
799,0.3900173781489739,0,1
800,0.8348248290450524,0,1
801,0.8722607777231955,0,1
802,0.6735962445768251,0,1
803,0.6344300823140364,0,1
804,0.8357623593518239,0,1
805,0.90591513973339,1,1
806,0.5852247161416169,0,1
807,0.8568545758263495,0,1
808,0.5304463330949618,0,0
809,0.5702534784474853,0,1
