S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,0,0.05212947353720665,0.3846372365951538,1,0,0.0037584619130939245,0.07819771766662598,0,0,0.3288344740867615,0.5346116423606873
0,1,0.9804272055625916,0.8877750039100647,0,1,0.734551191329956,0.7545101642608643,0,1,0.9380320906639099,0.8647966980934143
0,1,0.6934166550636292,0.7322150468826294,1,1,0.7793501615524292,0.6109141111373901,0,1,0.760511040687561,0.7685801982879639
1,1,0.6805166006088257,0.5430300831794739,1,1,0.9180046319961548,0.7061492204666138,0,0,0.5448711514472961,0.6517033576965332
1,0,0.3260398209095001,0.2995571494102478,1,0,0.23103991150856018,0.23430629074573517,0,1,0.7836594581604004,0.7811267971992493
1,0,0.0036372700706124306,0.07811438292264938,0,1,0.6966260671615601,0.7339545488357544,0,1,0.9795790910720825,0.8873152732849121
0,1,0.9432076215744019,0.8676018714904785,0,1,0.24509607255458832,0.4892253577709198,0,0,0.22723761200904846,0.4795460104942322
0,1,0.9510886073112488,0.8718732595443726,0,1,0.954741358757019,0.8738531470298767,0,0,0.0534045584499836,0.3853285014629364
1,0,0.006849398836493492,0.08032064884901047,0,1,0.8176474571228027,0.7995482683181763,0,0,0.0740748792886734,0.3965316414833069
0,1,0.9333446621894836,0.8622561097145081,0,0,0.017331184819340706,0.36577653884887695,0,1,0.9493359923362732,0.8709233999252319
1,1,0.22927911579608917,0.2330969125032425,1,1,0.7826623916625977,0.6131891012191772,1,0,0.274000346660614,0.2638137638568878
0,1,0.8305789232254028,0.8065572381019592,0,0,0.365533709526062,0.5545024275779724,0,1,0.9934113621711731,0.8948124051094055
1,0,0.29834771156311035,0.2805367708206177,0,0,0.1756945252418518,0.45160961151123047,1,1,0.9741523861885071,0.7447143793106079
0,1,0.9513634443283081,0.8720223903656006,1,1,0.9505150318145752,0.7284789085388184,1,0,0.014261969365179539,0.08541199564933777
0,1,0.5700910091400146,0.6653725504875183,1,1,0.9956040978431702,0.7594484090805054,0,1,0.9939680695533752,0.8951141238212585
0,0,0.25262412428855896,0.4933054745197296,1,1,0.9709061980247498,0.7424846887588501,0,0,0.863776683807373,0.824550211429596
0,0,0.06200776621699333,0.3899913430213928,0,0,0.013991347514092922,0.3639664053916931,0,0,0.07577928155660629,0.3974554240703583
0,0,0.14685729146003723,0.4359796643257141,0,1,0.9204066395759583,0.8552436828613281,0,0,0.074061319231987,0.3965243101119995
0,1,0.926308274269104,0.8584424257278442,1,1,0.610693633556366,0.49507206678390503,0,0,0.3031969368457794,0.5207159519195557
0,1,0.5552252531051636,0.6573152542114258,0,0,0.08363543450832367,0.4017135500907898,0,0,0.0526428259909153,0.3849155008792877
0,1,0.9427058100700378,0.8673299551010132,0,0,0.04916781559586525,0.383031964302063,0,0,0.0740748792886734,0.3965316414833069
0,0,0.5504221320152283,0.6547119617462158,0,1,0.9853652119636536,0.8904512524604797,1,1,0.9775245189666748,0.74703049659729
0,0,0.030866079032421112,0.37311244010925293,0,1,0.7713411450386047,0.7744501829147339,1,1,0.9940652251243591,0.7583914995193481
0,1,0.9204066395759583,0.8552436828613281,0,0,0.459685742855072,0.6055329442024231,0,0,0.2519204020500183,0.4929239749908447
0,1,0.9410539269447327,0.866434633731842,0,1,0.9566909670829773,0.8749098181724548,0,0,0.14508989453315735,0.43502187728881836
0,1,0.9369704127311707,0.8642213344573975,1,1,0.9887129664421082,0.7547152638435364,0,1,0.9893152713775635,0.8925923109054565
1,1,0.8980185389518738,0.6924217343330383,0,0,0.48779767751693726,0.6207696795463562,1,1,0.9976109266281128,0.760826826095581
0,1,0.9369704127311707,0.8642213344573975,0,1,0.9954617023468018,0.8959235548973083,0,0,0.18227624893188477,0.4551768898963928
1,0,0.0019161656964570284,0.07693227380514145,0,1,0.9510886073112488,0.8718732595443726,0,0,0.185087189078331,0.4567003548145294
0,1,0.9954617023468018,0.8959235548973083,0,1,0.9921625256538391,0.8941354155540466,0,0,0.07244189828634262,0.39564651250839233
0,0,0.08363543450832367,0.4017135500907898,1,1,0.9741523861885071,0.7447143793106079,1,0,0.009109041653573513,0.08187267929315567
1,0,0.050125349313020706,0.11004485934972763,0,0,0.3022240698337555,0.5201886296272278,1,0,0.011641256511211395,0.08361193537712097
0,1,0.5743212103843689,0.6676652431488037,1,1,0.9979863166809082,0.7610846757888794,0,1,0.8176474571228027,0.7995482683181763
0,0,0.185087189078331,0.4567003548145294,0,1,0.7155829668045044,0.7442291975021362,0,1,0.854296088218689,0.8194117546081543
1,1,0.9222838878631592,0.7090883255004883,0,1,0.6966260671615601,0.7339545488357544,1,0,0.020727545022964478,0.08985287696123123
1,1,0.8023072481155396,0.6266822814941406,0,1,0.5504221320152283,0.6547119617462158,0,1,0.991292417049408,0.893663763999939
0,0,0.3576999008655548,0.550256609916687,1,0,0.08071722835302353,0.13105691969394684,0,0,0.001045132870785892,0.35694950819015503
0,1,0.9493359923362732,0.8709233999252319,1,1,0.32492515444755554,0.2987915873527527,0,0,0.003202454186975956,0.35811877250671387
0,0,0.5709264278411865,0.665825366973877,0,1,0.9935420751571655,0.8948832154273987,0,1,0.6656501293182373,0.7171655893325806
0,1,0.9398834705352783,0.8658002614974976,0,0,0.007151637226343155,0.3602592349052429,1,0,0.0019161656964570284,0.07693227380514145
0,0,0.3864671289920807,0.5658484697341919,0,0,0.007593641523271799,0.3604987561702728,0,0,0.10464135557413101,0.4130987226963043
0,0,0.33634746074676514,0.5386835336685181,0,0,0.3718935251235962,0.5579494833946228,0,0,0.1529860496520996,0.43930158019065857
0,0,0.06423678994178772,0.39119938015937805,1,0,0.26859989762306213,0.2601044476032257,0,1,0.9589229226112366,0.8761196136474609
0,0,0.23802104592323303,0.4853905737400055,0,0,0.04916781559586525,0.383031964302063,0,1,0.998295247554779,0.8974594473838806
1,1,0.9954023361206055,0.7593098878860474,1,1,0.9940652251243591,0.7583914995193481,0,0,0.185087189078331,0.4567003548145294
0,1,0.734551191329956,0.7545101642608643,0,1,0.991292417049408,0.893663763999939,0,0,0.5899389386177063,0.6761301159858704
1,0,0.40252000093460083,0.35208767652511597,0,1,0.976743221282959,0.8857781887054443,0,1,0.9901043176651001,0.8930197954177856
0,1,0.9979668855667114,0.8972814679145813,0,0,0.4338148534297943,0.5915108323097229,1,0,0.014220423065125942,0.08538347482681274
1,0,0.05284077674150467,0.1119099110364914,1,0,0.17135943472385406,0.19331464171409607,0,1,0.9925666451454163,0.8943544626235962
0,0,0.5700910091400146,0.6653725504875183,1,1,0.9576721787452698,0.7333948612213135,0,0,0.10464135557413101,0.4130987226963043
0,0,0.13621409237384796,0.4302110970020294,0,0,0.039070844650268555,0.37755948305130005,0,1,0.9804529547691345,0.8877888917922974
0,0,0.33112892508506775,0.5358551144599915,0,0,0.09915916621685028,0.41012728214263916,1,0,0.33377164602279663,0.3048677146434784
1,0,0.9472879767417908,0.7262624502182007,0,0,0.5899389386177063,0.6761301159858704,0,0,0.030866079032421112,0.37311244010925293
0,1,0.7053433656692505,0.7386792898178101,1,1,0.9912852644920349,0.7564820647239685,0,1,0.6536352634429932,0.71065354347229
0,1,0.9984371662139893,0.8975362777709961,0,0,0.2683071792125702,0.5018056035041809,0,0,0.12114987522363663,0.42204636335372925
0,0,0.09323856234550476,0.4069184958934784,1,1,0.993657648563385,0.7581115961074829,0,0,0.5272328853607178,0.6421433687210083
0,1,0.9465560913085938,0.8694168329238892,0,0,0.26158031821250916,0.4981597661972046,0,0,0.14685729146003723,0.4359796643257141
1,0,0.01955408975481987,0.089046910405159,0,1,0.9954617023468018,0.8959235548973083,0,1,0.9113490581512451,0.8503345251083374
0,0,0.022833921015262604,0.3687591254711151,0,0,0.2409646064043045,0.48698610067367554,1,1,0.9958462119102478,0.7596148252487183
1,1,0.6061581969261169,0.4919569194316864,0,0,0.12164539098739624,0.4223148822784424,0,0,0.07244189828634262,0.39564651250839233
0,1,0.9477760195732117,0.870077908039093,0,0,0.8109313249588013,0.7959080934524536,1,0,0.7883721590042114,0.6171109080314636
0,1,0.9891760945320129,0.8925167322158813,0,0,0.12164539098739624,0.4223148822784424,1,1,0.9855174422264099,0.7525204420089722
0,1,0.5899389386177063,0.6761301159858704,0,0,0.030866079032421112,0.37311244010925293,0,0,0.10161076486110687,0.41145604848861694
0,1,0.8910526633262634,0.8393338918685913,0,0,0.04916781559586525,0.383031964302063,0,1,0.3812735378742218,0.5630334615707397
0,0,0.12164539098739624,0.4223148822784424,0,1,0.9883962273597717,0.8920941948890686,0,0,0.07394243776798248,0.39646002650260925
0,0,0.6656501293182373,0.7171655893325806,0,1,0.9456844925880432,0.8689443469047546,0,1,0.9879980683326721,0.8918782472610474
0,0,0.26158031821250916,0.4981597661972046,1,1,0.5291144251823425,0.4390392601490021,1,1,0.9989147186279297,0.7617223262786865
0,0,0.3286134600639343,0.5344915390014648,1,1,0.9650084376335144,0.7384337782859802,0,1,0.8876672387123108,0.8374990224838257
0,0,0.14354491233825684,0.4341844320297241,0,0,0.22723761200904846,0.4795460104942322,0,1,0.9682141542434692,0.8811553716659546
0,1,0.9994640946388245,0.8980928659439087,0,0,0.185087189078331,0.4567003548145294,0,0,0.10161076486110687,0.41145604848861694
1,1,0.9333040714263916,0.7166576385498047,0,0,0.1788349449634552,0.4533117115497589,0,1,0.8424530625343323,0.8129928112030029
0,1,0.9616726636886597,0.8776098489761353,0,0,0.05006018653512001,0.3835156559944153,1,0,0.29170411825180054,0.2759735882282257
0,0,0.7124913930892944,0.7425535321235657,1,0,0.0032940413802862167,0.07787862420082092,0,1,0.9957455992698669,0.8960774540901184
1,0,0.05914083495736122,0.11623712629079819,0,1,0.9403263926506042,0.8660402297973633,0,1,0.997715175151825,0.8971449136734009
0,0,0.3623684346675873,0.5527869462966919,0,0,0.4821183383464813,0.6176913380622864,1,0,0.9875463247299194,0.7539139986038208
1,0,0.13649854063987732,0.1693703830242157,1,1,0.9816485643386841,0.7498630881309509,1,1,0.9894019961357117,0.755188524723053
0,1,0.9731380343437195,0.8838241100311279,1,1,0.9894562363624573,0.7552258372306824,0,0,0.046298302710056305,0.3814767599105835
1,0,0.13872981071472168,0.17090293765068054,0,1,0.7124913930892944,0.7425535321235657,0,1,0.6084610223770142,0.6861691474914551
0,0,0.14508989453315735,0.43502187728881836,0,0,0.14924438297748566,0.43727362155914307,1,1,0.9951949119567871,0.7591674327850342
1,0,0.11412975937128067,0.15400636196136475,1,0,0.03148302435874939,0.09724032878875732,1,0,0.11968529224395752,0.15782219171524048
1,1,0.9290326833724976,0.7137237787246704,0,0,0.4181675910949707,0.5830298662185669,0,1,0.7370654344558716,0.7558728456497192
1,0,0.20018382370471954,0.2131127119064331,0,0,0.14656704664230347,0.43582242727279663,1,0,0.01776779256761074,0.08781995624303818
1,0,0.009764377027750015,0.08232281357049942,0,1,0.9743819236755371,0.8844983577728271,1,1,0.827289879322052,0.643841564655304
1,1,0.9900863170623779,0.7556585669517517,0,1,0.8630940318107605,0.8241802453994751,0,0,0.003202454186975956,0.35811877250671387
0,0,0.10464135557413101,0.4130987226963043,0,0,0.25277775526046753,0.4933888018131256,1,0,0.03148302435874939,0.09724032878875732
0,1,0.9966832995414734,0.8965858221054077,0,0,0.11788634210824966,0.42027747631073,0,0,0.14567609131336212,0.4353395104408264
1,0,0.7984491586685181,0.6240323185920715,0,1,0.6689198017120361,0.718937873840332,0,0,0.14354491233825684,0.4341844320297241
0,1,0.9970536231994629,0.8967863917350769,0,0,0.8396850228309631,0.8114925622940063,0,0,0.2011391520500183,0.4654005765914917
1,1,0.14226661622524261,0.17333222925662994,0,1,0.854296088218689,0.8194117546081543,0,0,0.3864671289920807,0.5658484697341919
1,1,0.9687013030052185,0.740970253944397,0,1,0.9087605476379395,0.848931610584259,1,0,0.011641256511211395,0.08361193537712097
0,1,0.9804707169532776,0.8877984285354614,0,0,0.04985891282558441,0.3834066689014435,0,0,0.07379917800426483,0.3963821530342102
1,0,0.0027483270969241858,0.07750381529331207,0,1,0.9565399885177612,0.8748279809951782,0,1,0.9640215039253235,0.8788830637931824
0,0,0.5923622846603394,0.6774436235427856,1,0,0.029802724719047546,0.09608618170022964,0,0,0.11067729443311691,0.4163702726364136
0,1,0.9938334822654724,0.8950411677360535,0,1,0.9432076215744019,0.8676018714904785,0,0,0.5590697526931763,0.6593990325927734
0,1,0.36115574836730957,0.5521295666694641,1,0,0.009374338202178478,0.08205492794513702,0,1,0.943863570690155,0.867957353591919
1,0,0.053398117423057556,0.11229272186756134,1,1,0.9953425526618958,0.7592688202857971,0,1,0.9981834292411804,0.8973987102508545
1,1,0.7096347808837891,0.5630300045013428,1,1,0.9461801648139954,0.725501537322998,1,0,0.009764377027750015,0.08232281357049942
0,0,0.185087189078331,0.4567003548145294,0,0,0.5046185851097107,0.6298863887786865,0,0,0.07394243776798248,0.39646002650260925
0,0,0.013503212481737137,0.3637016713619232,1,1,0.9962936639785767,0.7599220871925354,0,1,0.9488232731819153,0.8706455230712891
0,0,0.07244189828634262,0.39564651250839233,0,1,0.854296088218689,0.8194117546081543,0,1,0.32937902212142944,0.5349066853523254
0,0,0.36095499992370605,0.552020788192749,1,1,0.9960347414016724,0.7597442865371704,0,0,0.11674805730581284,0.41966062784194946
0,0,0.06423678994178772,0.39119938015937805,0,0,0.04214403033256531,0.37922510504722595,1,0,0.24795310199260712,0.24592314660549164
0,1,0.9170955419540405,0.8534491062164307,0,1,0.9879980683326721,0.8918782472610474,0,1,0.459685742855072,0.6055329442024231
0,0,0.6102834939956665,0.6871569752693176,1,1,0.9159889221191406,0.7047646045684814,1,0,0.03148302435874939,0.09724032878875732
0,1,0.5845617055892944,0.6732157468795776,1,1,0.9980652928352356,0.761138916015625,0,1,0.6051878333091736,0.6843951940536499
0,0,0.017594410106539726,0.36591917276382446,0,0,0.36123549938201904,0.5521727204322815,0,1,0.9601619839668274,0.8767911791801453
0,0,0.41642850637435913,0.5820873975753784,0,1,0.9113490581512451,0.8503345251083374,1,1,0.9953425526618958,0.7592688202857971
0,0,0.05421530455350876,0.38576775789260864,1,1,0.9894562363624573,0.7552258372306824,0,1,0.9925666451454163,0.8943544626235962
0,1,0.2498285174369812,0.4917902946472168,0,1,0.8424530625343323,0.8129928112030029,0,1,0.7477438449859619,0.7616604566574097
0,1,0.6868279576301575,0.7286439538002014,1,0,0.07833407819271088,0.12942007184028625,0,0,0.05212947353720665,0.3846372365951538
1,1,0.9962936639785767,0.7599220871925354,0,1,0.9946375489234924,0.8954769372940063,0,1,0.9534211158752441,0.8731376528739929
0,1,0.7361785173416138,0.7553920745849609,1,0,0.030348042026162148,0.0964607372879982,0,1,0.7435515522956848,0.7593880891799927
0,0,0.05421530455350876,0.38576775789260864,1,0,0.0410802885890007,0.1038322001695633,0,1,0.9746770262718201,0.8846583366394043
0,1,0.8678105473518372,0.8267366290092468,0,1,0.31764769554138184,0.5285483002662659,0,1,0.9366889595985413,0.8640687465667725
0,1,0.9935364127159119,0.8948801755905151,0,0,0.8420538902282715,0.812776505947113,1,0,0.2882866859436035,0.2736263573169708
0,1,0.8278984427452087,0.8051042556762695,0,0,0.5700910091400146,0.6653725504875183,0,0,0.04985891282558441,0.3834066689014435
1,1,0.5741410255432129,0.4699658155441284,0,1,0.8798190951347351,0.8332452774047852,0,1,0.8675755262374878,0.8266093134880066
0,1,0.8420538902282715,0.812776505947113,1,0,0.009764377027750015,0.08232281357049942,0,1,0.9757344722747803,0.8852314352989197
1,0,0.014761975035071373,0.08575543016195297,0,0,0.5108293890953064,0.633252739906311,0,1,0.9859136939048767,0.8907486200332642
0,1,0.7418647408485413,0.7584739923477173,1,1,0.990888774394989,0.7562097311019897,0,1,0.9925666451454163,0.8943544626235962
0,0,0.7190625667572021,0.7461152672767639,0,1,0.6663056015968323,0.7175208330154419,0,0,0.05212947353720665,0.3846372365951538
1,1,0.9717617034912109,0.7430722713470459,1,1,0.42417532205581665,0.36696165800094604,0,1,0.8424530625343323,0.8129928112030029
1,1,0.9626076221466064,0.736784815788269,1,1,0.050125349313020706,0.11004485934972763,1,1,0.9709061980247498,0.7424846887588501
0,1,0.9435503482818604,0.8677876591682434,0,0,0.039070844650268555,0.37755948305130005,1,0,0.022982655093073845,0.09140180051326752
1,0,0.10009904205799103,0.14436933398246765,0,0,0.14924438297748566,0.43727362155914307,0,1,0.9113490581512451,0.8503345251083374
1,0,0.09694208204746246,0.14220097661018372,0,0,0.8572807312011719,0.8210294246673584,0,0,0.0526428259909153,0.3849155008792877
1,0,0.061663199216127396,0.11796961724758148,0,1,0.998295247554779,0.8974594473838806,0,0,0.36123549938201904,0.5521727204322815
0,0,0.07244189828634262,0.39564651250839233,0,1,0.6062923669815063,0.6849935054779053,0,1,0.9903503060340881,0.893153190612793
0,1,0.5272328853607178,0.6421433687210083,0,1,0.7477438449859619,0.7616604566574097,0,0,0.05212947353720665,0.3846372365951538
1,0,0.13872981071472168,0.17090293765068054,0,1,0.6893859505653381,0.7300305962562561,0,1,0.35268479585647583,0.5475383996963501
0,1,0.9922751188278198,0.8941963911056519,0,1,0.7626892328262329,0.76976078748703,0,0,0.31973597407341003,0.529680073261261
0,0,0.27805355191230774,0.5070882439613342,1,1,0.7232708930969238,0.5723959803581238,0,0,0.17297038435935974,0.4501331150531769
0,0,0.0033374824561178684,0.35819196701049805,1,1,0.9972551465034485,0.7605825066566467,0,1,0.8056936860084534,0.7930692434310913
0,1,0.8611343502998352,0.8231182098388672,0,1,0.9883910417556763,0.8920913934707642,0,0,0.30501314997673035,0.5217002630233765
0,0,0.8919206857681274,0.8398043513298035,0,1,0.9327231049537659,0.8619192242622375,1,0,0.24795310199260712,0.24592314660549164
1,0,0.858161211013794,0.6650456190109253,1,0,0.012182713486254215,0.08398383855819702,1,0,0.0048258365131914616,0.07893077284097672
0,0,0.5709264278411865,0.665825366973877,1,1,0.9970017671585083,0.7604084014892578,0,1,0.6579189300537109,0.7129753828048706
0,1,0.9630346298217773,0.8783481121063232,0,1,0.9517545700073242,0.8722342252731323,0,0,0.0033374824561178684,0.35819196701049805
0,0,0.3718935251235962,0.5579494833946228,1,1,0.9015195369720459,0.6948263645172119,1,1,0.9707580804824829,0.7423829436302185
0,1,0.9518571496009827,0.8722899556159973,0,0,0.04214403033256531,0.37922510504722595,0,1,0.9872605800628662,0.8914786577224731
0,0,0.5275059938430786,0.6422914266586304,0,0,0.06423678994178772,0.39119938015937805,0,0,0.3623684346675873,0.5527869462966919
0,0,0.08363543450832367,0.4017135500907898,0,0,0.06725162267684937,0.39283350110054016,0,1,0.869393527507782,0.8275946974754333
1,0,0.17620208859443665,0.19664083421230316,0,1,0.9893152713775635,0.8925923109054565,0,0,0.3621350824832916,0.552660346031189
0,1,0.9147197008132935,0.8521613478660583,0,1,0.7594506740570068,0.7680055499076843,1,1,0.8834614157676697,0.6824231147766113
1,0,0.49259284138679504,0.41395437717437744,1,1,0.9406137466430664,0.7216782569885254,1,0,0.979217529296875,0.7481932640075684
0,0,0.6337416768074036,0.6998711228370667,0,1,0.6755106449127197,0.722510039806366,0,0,0.14354491233825684,0.4341844320297241
0,1,0.9746770262718201,0.8846583366394043,0,1,0.9804529547691345,0.8877888917922974,0,0,0.14567609131336212,0.4353395104408264
0,1,0.3777190148830414,0.56110680103302,1,0,0.27183669805526733,0.2623276710510254,1,0,0.9664525389671326,0.7394256591796875
0,1,0.5657154321670532,0.6630009412765503,0,1,0.7656787037849426,0.7713812589645386,0,0,0.31973597407341003,0.529680073261261
0,0,0.2011391520500183,0.4654005765914917,0,1,0.869393527507782,0.8275946974754333,0,1,0.937773585319519,0.8646566867828369
1,1,0.9684463739395142,0.7407951354980469,0,1,0.5698012709617615,0.6652154326438904,0,0,0.5774819850921631,0.6693785190582275
1,0,0.06278657913208008,0.11874121427536011,0,1,0.9387193918228149,0.8651692271232605,0,1,0.9469091296195984,0.8696080446243286
0,1,0.9469091296195984,0.8696080446243286,0,0,0.5709264278411865,0.665825366973877,1,0,0.5741410255432129,0.4699658155441284
0,1,0.9630346298217773,0.8783481121063232,1,1,0.5415215492248535,0.4475611448287964,0,0,0.5709264278411865,0.665825366973877
1,0,0.4414525330066681,0.3788285255432129,0,0,0.24337872862815857,0.48829442262649536,1,0,0.09799084067344666,0.1429213583469391
1,0,0.0818733274936676,0.13185100257396698,1,0,0.020727545022964478,0.08985287696123123,1,0,0.751973032951355,0.5921100974082947
0,1,0.9922751188278198,0.8941963911056519,1,0,0.011641256511211395,0.08361193537712097,0,0,0.7313491106033325,0.7527744770050049
1,0,0.11968529224395752,0.15782219171524048,1,1,0.3196132183074951,0.2951430380344391,0,1,0.9966832995414734,0.8965858221054077
0,0,0.10976987332105637,0.4158783555030823,0,0,0.017594410106539726,0.36591917276382446,1,0,0.0027483270969241858,0.07750381529331207
0,0,0.05421530455350876,0.38576775789260864,0,1,0.854296088218689,0.8194117546081543,1,0,0.026582732796669006,0.09387458115816116
0,0,0.05212947353720665,0.3846372365951538,0,0,0.8919206857681274,0.8398043513298035,0,1,0.3031969368457794,0.5207159519195557
0,1,0.869393527507782,0.8275946974754333,0,0,0.14354491233825684,0.4341844320297241,1,1,0.3388884663581848,0.30838221311569214
0,0,0.12114987522363663,0.42204636335372925,1,1,0.9875463247299194,0.7539139986038208,1,0,0.3264371156692505,0.29983001947402954
0,0,0.31973597407341003,0.529680073261261,0,0,0.05212947353720665,0.3846372365951538,0,0,0.03685583919286728,0.37635886669158936
1,0,0.06872496008872986,0.12281999737024307,1,1,0.9918677806854248,0.7568821907043457,1,1,0.9971638917922974,0.7605197429656982
0,1,0.8192838430404663,0.8004351258277893,0,0,0.4883292317390442,0.6210574507713318,0,1,0.9664890170097351,0.880220353603363
1,0,0.017421215772628784,0.08758196234703064,0,0,0.017331184819340706,0.36577653884887695,1,0,0.008848113939166069,0.08169348537921906
1,1,0.9980652928352356,0.761138916015625,0,0,0.5845617055892944,0.6732157468795776,0,0,0.1655314564704895,0.44610118865966797
0,1,0.9333446621894836,0.8622561097145081,0,1,0.866460919380188,0.8260051608085632,0,0,0.26460808515548706,0.49980077147483826
0,1,0.6752868294715881,0.7223888635635376,0,0,0.04916781559586525,0.383031964302063,0,0,0.018236195668578148,0.3662671148777008
1,1,0.9941571354866028,0.7584546208381653,0,1,0.9442430734634399,0.8681631088256836,0,1,0.4597260653972626,0.6055546402931213
0,1,0.991292417049408,0.893663763999939,0,1,0.5504221320152283,0.6547119617462158,1,0,0.5942920446395874,0.4838066101074219
1,1,0.9940476417541504,0.7583794593811035,0,0,0.3367272913455963,0.5388893485069275,1,1,0.9970017671585083,0.7604084014892578
1,0,0.0062261912971735,0.0798926055431366,1,0,0.04390633478760719,0.10577332973480225,0,1,0.998295247554779,0.8974594473838806
0,1,0.6051878333091736,0.6843951940536499,0,0,0.12114987522363663,0.42204636335372925,0,0,0.26158031821250916,0.4981597661972046
1,0,0.0048258365131914616,0.07893077284097672,1,1,0.9407671689987183,0.7217836380004883,1,1,0.8550112247467041,0.6628820896148682
0,1,0.9921625256538391,0.8941354155540466,1,1,0.9079959988594055,0.6992747187614441,1,0,0.6061581969261169,0.4919569194316864
1,0,0.032151155173778534,0.09769924730062485,1,1,0.9627682566642761,0.7368951439857483,1,0,0.3173292577266693,0.2935742735862732
0,1,0.5845617055892944,0.6732157468795776,0,0,0.05006018653512001,0.3835156559944153,0,1,0.784159243106842,0.7813977599143982
